uniqueid,drugname,condition,rating,date,usefulcount
161963,Ciprofloxacin,Kidney Infections,9,2017-01-31,18
40910,Acetaminophen / oxycodone,Pain,10,2016-11-25,15
17173,Flexeril,Muscle Spasm,8,2010-05-06,109
116236,Adalimumab,Rheumatoid Arthritis,1,2016-07-25,20
28995,Lexapro,Anxiety,9,2008-08-05,54
106173,Oxymetazoline,Nasal Congestion,10,2008-08-13,4
212417,Trospium,Urinary Incontinence,10,2014-06-09,38
17647,Ethinyl estradiol / etonogestrel,Birth Control,10,2016-01-27,3
93111,Vortioxetine,Major Depressive Disorde,1,2016-04-15,35
178196,Duloxetine,Depression,5,2011-02-08,8
74575,Ethinyl estradiol / norethindrone,Birth Control,10,2008-05-27,40
86909,Latuda,Schizophrenia,1,2017-09-11,3
118507,Fetzima,Depression,1,2015-07-08,41
33067,Seasonique,Birth Control,3,2010-09-14,65
2256,Metformin,"Diabetes, Type 2",7,2013-07-12,26
178062,Duloxetine,Depression,8,2012-01-26,13
205253,Acetaminophen / aspirin / caffeine,Migraine,10,2015-10-15,11
184614,Methylin,ADHD,10,2011-02-19,8
30593,Chlorpheniramine,Allergic Reactions,10,2008-09-07,6
199298,Depo-Provera,Abnormal Uterine Bleeding,1,2015-09-07,17
170289,Quetiapine,Borderline Personality Disorde,9,2016-05-09,23
143461,Etonogestrel,Birth Control,8,2017-01-20,2
175594,Augmentin,Sinusitis,10,2013-10-20,80
205897,Pristiq,Anxiety,9,2009-11-10,43
100278,Desogestrel / ethinyl estradiol,Birth Control,3,2015-05-11,1
29949,Klonopin,Anxiety,1,2017-03-16,43
28268,Lexapro,Depression,10,2015-02-25,26
191256,Lisdexamfetamine,ADHD,9,2017-04-11,13
116560,Desquam-X Wash,Acne,10,2011-12-30,34
48492,Ethinyl estradiol / levonorgestrel,Birth Control,9,2017-08-20,4
97028,Ambien,Insomnia,10,2014-06-02,96
202063,Benzoyl peroxide / clindamycin,Acne,10,2017-08-12,0
125784,Viibryd,Depression,3,2017-07-02,4
192235,Drospirenone / ethinyl estradiol,Acne,10,2015-11-26,7
60083,NuvaRing,Birth Control,1,2013-10-26,10
162699,Terconazole,Vaginal Yeast Infection,9,2009-07-29,25
183633,Cymbalta,Anxiety,8,2009-11-30,21
210938,Mirtazapine,Obsessive Compulsive Disorde,3,2016-02-21,6
53448,Demerol,Pain,10,2009-01-21,18
156211,Cialis,Erectile Dysfunction,10,2008-07-23,226
145,Medroxyprogesterone,Endometriosis,1,2015-11-30,0
171625,Wellbutrin,Anxiety,5,2011-08-11,39
74812,Keppra,Epilepsy,2,2016-08-07,11
158765,Methylphenidate,ADHD,10,2008-11-29,47
30745,Miconazole,Vaginal Yeast Infection,1,2017-08-09,8
114449,Hydrea,"Anemia, Sickle Cell",9,2009-12-14,29
162553,Rifaximin,Diarrhea,9,2012-10-01,33
151314,Chantix,Smoking Cessation,10,2017-08-15,4
32600,Lisinopril,High Blood Pressure,3,2009-11-16,96
11376,Glimepiride,"Diabetes, Type 2",7,2012-03-25,64
197155,Paroxetine,Depression,9,2014-10-26,116
17963,Ethinyl estradiol / etonogestrel,Birth Control,9,2012-11-08,4
23088,Apremilast,Plaque Psoriasis,2,2015-07-01,43
198566,Ansaid,Period Pain,8,2013-07-10,2
186972,Famciclovir,Cold Sores,10,2014-12-22,23
153578,Velivet,Birth Control,4,2012-09-16,5
75088,Estradiol / norethindrone,Postmenopausal Symptoms,1,2016-10-16,0
134887,Pazopanib,Renal Cell Carcinoma,9,2017-04-29,15
50657,Gabapentin,Pain,9,2011-03-04,26
103523,Synthroid,Underactive Thyroid,9,2008-12-30,184
141590,Escitalopram,Anxiety,10,2013-03-29,72
200259,Varenicline,Smoking Cessation,10,2014-09-13,55
86161,Magnesium sulfate / potassium sulfate / sodium sulfate,Bowel Preparation,5,2015-04-07,12
159764,Bactrim,Urinary Tract Infection,1,2016-12-12,11
92685,Ondansetron,Nausea/Vomiting,3,2010-01-13,7
164453,Diclofenac,Osteoarthritis,10,2015-01-03,26
75672,L-methylfolate,Depression,8,2011-11-17,78
94108,Trintellix,Depression,1,2016-01-01,20
156683,Dulaglutide,"Diabetes, Type 2",5,2016-09-21,14
9393,Lo Loestrin Fe,Birth Control,10,2016-10-22,7
41869,Clonidine,Perimenopausal Symptoms,9,2016-08-25,35
56848,Meclizine,Vertig,10,2009-08-08,121
193143,Dextroamphetamine,ADHD,9,2012-02-28,17
36636,Fentanyl,Pain,6,2011-11-26,10
170305,Quetiapine,Bipolar Disorde,9,2016-07-15,35
139639,Luvox,Anxiety and Stress,1,2017-06-26,6
73998,Ethinyl estradiol / norethindrone,Birth Control,6,2011-11-26,11
119631,Testosterone,"Hypogonadism, Male",2,2009-11-15,60
65917,Propranolol,Anxiety,9,2016-04-26,30
22479,Pramoxine,Hemorrhoids,10,2016-05-15,6
228858,Tadalafil,Erectile Dysfunction,10,2017-03-18,33
220215,Amitriptyline,Pain,7,2015-03-06,50
181013,Lithobid,Bipolar Disorde,9,2009-08-14,19
42261,Dexilant,GERD,7,2011-08-23,32
94576,Abilify,Bipolar Disorde,1,2016-08-15,4
144591,Etonogestrel,Birth Control,8,2016-03-14,2
136447,Prazosin,Post Traumatic Stress Disorde,10,2014-01-30,80
151415,Chantix,Smoking Cessation,8,2016-07-04,31
225283,Bupropion,Bipolar Disorde,10,2015-06-24,10
121760,Venlafaxine,Irritable Bowel Syndrome,7,2014-05-24,4
165705,Levonorgestrel,Emergency Contraception,10,2017-04-12,1
110514,Nexplanon,Birth Control,10,2015-12-28,9
25481,Finasteride,Benign Prostatic Hyperplasia,3,2009-02-15,70
45123,Fluoxetine,Depression,7,2016-08-23,7
156677,Dulaglutide,"Diabetes, Type 2",7,2016-10-04,22
214825,Zestril,High Blood Pressure,9,2012-10-24,105
176501,Lorazepam,Anxiety,8,2013-05-30,58
183541,Cymbalta,Anxiety,1,2010-08-11,20
38555,Liletta,Birth Control,7,2017-05-30,3
66294,Valacyclovir,Cold Sores,10,2016-02-04,12
53608,Alesse,Birth Control,9,2015-08-25,9
208180,Correctol,Constipation,4,2016-01-11,12
138995,Phentermine,Obesity,10,2009-08-28,42
89760,Celexa,Depression,1,2009-07-07,17
199283,Depo-Provera,Abnormal Uterine Bleeding,1,2015-09-18,19
140646,Escitalopram,Generalized Anxiety Disorde,8,2017-04-22,26
209876,VESIcare,Overactive Bladde,2,2016-11-06,22
33793,Junel Fe 1 / 20,Birth Control,9,2017-06-18,2
49446,Ethinyl estradiol / levonorgestrel,Abnormal Uterine Bleeding,1,2015-12-02,1
121083,Venlafaxine,Anxiety,10,2017-01-26,34
128096,Phentermine,Weight Loss,10,2016-07-10,39
191250,Lisdexamfetamine,Binge Eating Disorde,10,2017-05-14,41
108439,Bupropion / naltrexone,Obesity,7,2015-04-06,7
23620,Natalizumab,Multiple Sclerosis,10,2008-12-08,70
42739,Xulane,Birth Control,9,2017-01-11,8
84606,Ethinyl estradiol / norgestimate,Acne,1,2016-07-28,1
178413,Duloxetine,ibromyalgia,10,2008-12-31,112
131392,Generess Fe,Birth Control,10,2014-10-25,11
159772,Bactrim,3</span> users found this comment helpful.,4,2016-09-28,3
35293,Levofloxacin,Sinusitis,7,2012-09-21,41
123692,Skyla,Birth Control,4,2017-03-11,3
8368,Zolpidem,Insomnia,3,2014-03-18,43
211772,Lamotrigine,Bipolar Disorde,1,2017-02-15,18
15399,Ethinyl estradiol / norethindrone,Abnormal Uterine Bleeding,4,2017-03-03,2
113777,Mucinex DM,Cough,7,2014-11-05,12
45602,Fluoxetine,Obsessive Compulsive Disorde,9,2012-05-06,37
200903,Dofetilide,Arrhythmia,10,2016-04-25,26
138580,Phentermine,Weight Loss,10,2013-03-07,30
60714,MoviPrep,Bowel Preparation,10,2017-01-16,9
165340,Levonorgestrel,Birth Control,3,2017-06-26,0
75888,Temazepam,Insomnia,3,2011-11-18,14
78901,Lucentis,Macular Degeneration,9,2015-06-01,16
125190,Dulcolax,Constipation,10,2016-09-24,6
65350,Yasmin,Acne,9,2015-05-05,18
188476,ParaGard,Birth Control,3,2016-12-14,3
82083,Liraglutide,Obesity,10,2016-06-03,28
158770,Methylphenidate,ADHD,8,2008-10-20,13
111225,Ledipasvir / sofosbuvir,Hepatitis C,10,2017-06-22,34
133641,Bactrim DS,Acne,1,2017-07-15,0
211481,Mirabegron,Overactive Bladde,10,2013-03-14,99
223679,Omalizumab,Urticaria,4,2016-12-02,3
124509,Skyla,Birth Control,10,2015-06-03,7
22225,Baclofen,Migraine Prevention,10,2014-06-14,46
175305,Mucinex,ibromyalgia,9,2009-10-20,75
72564,Tramadol,Pain,9,2010-01-28,11
162724,Cefdinir,Sinusitis,10,2017-07-09,6
170472,Quetiapine,Bipolar Disorde,5,2015-08-13,14
169948,Halobetasol,Psoriasis,10,2009-01-11,7
101411,Viorele,Birth Control,9,2016-11-21,7
103264,Celecoxib,Osteoarthritis,9,2009-08-01,57
222894,Topamax,Bipolar Disorde,9,2012-02-12,127
163677,Mirtazapine,Anxiety,9,2014-01-20,135
208057,Suprep Bowel Prep Kit,Bowel Preparation,10,2013-10-28,42
188736,ParaGard,Birth Control,10,2015-05-24,11
42182,Dexilant,GERD,10,2015-06-26,33
65621,Propranolol,Migraine Prevention,1,2017-02-06,5
118368,Naltrexone,Alcohol Dependence,10,2012-11-25,91
71651,Tramadol,Depression,10,2017-08-27,26
30826,Miconazole,Vaginal Yeast Infection,1,2017-06-20,8
133307,Tri-Sprintec,Acne,9,2011-09-28,11
176939,Adalimumab,Hidradenitis Suppurativa,1,2017-09-13,1
198932,Depo-Provera,Abnormal Uterine Bleeding,10,2016-07-25,2
169172,Tenuate Dospan,Obesity,10,2014-02-13,68
76877,Lorcaserin,Weight Loss,1,2015-09-19,35
141933,Escitalopram,Generalized Anxiety Disorde,10,2009-11-30,41
77276,Lorcaserin,Weight Loss,10,2013-08-22,52
7589,Xanax,Anxiety,10,2015-10-07,46
191725,Lisdexamfetamine,ADHD,9,2012-01-30,14
53519,Sharobel,Birth Control,8,2016-11-07,12
212338,Lamotrigine,Schizoaffective Disorde,10,2010-08-02,37
745,Medroxyprogesterone,Abnormal Uterine Bleeding,10,2011-08-28,7
85290,Ethinyl estradiol / norgestimate,Abnormal Uterine Bleeding,1,2015-08-05,5
220505,Amitriptyline,Irritable Bowel Syndrome,10,2013-05-22,45
75528,Fosrenol,Hyperphosphatemia of Renal Failure,9,2016-01-11,5
63856,Sertraline,Generalized Anxiety Disorde,9,2017-08-30,14
203264,Blisovi 24 Fe,Birth Control,1,2016-12-28,3
180644,Adderall XR,ADHD,10,2011-10-14,40
124429,Skyla,Birth Control,9,2015-10-14,1
77921,Sulfacetamide sodium,Conjunctivitis,9,2015-11-30,0
51645,Azithromycin,"Gonococcal Infection, Uncomplicated",9,2016-04-04,1
160699,Buspirone,Anxiety,3,2012-09-10,35
17011,Phillips' Milk of Magnesia,Constipation,9,2015-08-23,30
37215,Vyvanse,ADHD,10,2016-11-01,12
114072,Amlodipine,High Blood Pressure,3,2009-12-07,105
40454,Savella,ibromyalgia,8,2009-10-06,16
200349,Varenicline,Smoking Cessation,9,2014-03-11,16
446,Medroxyprogesterone,Birth Control,10,2013-09-01,19
202232,Benzoyl peroxide / clindamycin,Acne,10,2009-07-11,15
231119,Milnacipran,ibromyalgia,6,2009-06-26,61
214533,Tioconazole,Vaginal Yeast Infection,10,2015-05-05,22
101226,Invega,Schizoaffective Disorde,4,2017-04-20,6
128463,Phentermine,Weight Loss,10,2015-09-24,14
119993,Losartan,High Blood Pressure,9,2013-01-19,291
38853,Esomeprazole,GERD,6,2010-01-25,22
93667,Morphine,Pain,9,2011-01-31,13
118969,Zoloft,Anxiety and Stress,7,2010-12-09,25
138570,Phentermine,Weight Loss,10,2013-03-25,25
116745,Lamictal,Bipolar Disorde,10,2016-05-18,69
163888,Lantus,"Diabetes, Type 2",10,2014-10-05,14
170556,Quetiapine,Insomnia,10,2015-04-04,27
143306,Etonogestrel,Birth Control,7,2017-03-29,4
67094,Magnesium hydroxide,Constipation,10,2016-12-29,32
168310,Rizatriptan,Migraine,10,2011-08-16,7
81331,Yaz,Birth Control,2,2016-01-04,7
144431,Etonogestrel,Birth Control,9,2016-04-20,0
151433,Chantix,Smoking Cessation,5,2016-10-27,12
230504,Depo-Provera,Endometriosis,1,2012-06-09,23
136946,Isotretinoin,Acne,10,2016-06-22,15
130853,Levonorgestrel,Birth Control,5,2011-07-11,1
131593,Effexor XR,Depression,1,2017-05-16,22
139924,Euflexxa,Osteoarthritis,9,2017-07-27,21
162352,Ranibizumab,Macular Edema,9,2016-02-18,4
188625,ParaGard,Birth Control,10,2016-03-28,17
181341,Prozac,Depression,10,2016-04-18,154
29933,Klonopin,Panic Disorde,9,2017-06-24,31
116077,OnabotulinumtoxinA,Overactive Bladde,1,2016-02-11,51
23162,Methadone,Opiate Withdrawal,2,2015-11-13,18
30091,Klonopin,Panic Disorde,10,2014-06-19,75
57196,Vandazole,Bacterial Vaginitis,9,2009-08-13,25
29091,Topiramate,Migraine Prevention,1,2017-06-26,13
57823,Acetaminophen / hydrocodone,Back Pain,8,2012-08-19,16
161970,Ciprofloxacin,Urinary Tract Infection,10,2017-01-15,73
67501,Lacosamide,Seizures,9,2014-06-30,58
34248,Tramadol,Pain,10,2008-11-25,34
37768,Reclipsen,Birth Control,10,2014-07-04,9
218729,Opana ER,Pain,8,2010-01-12,23
153787,Amoxicillin,Upper Respiratory Tract Infection,7,2016-07-16,10
5187,Orsythia,Birth Control,1,2013-02-05,11
33475,Microgestin Fe 1 / 20,Birth Control,7,2015-02-07,24
161533,Diphenhydramine,Insomnia,8,2008-04-04,32
18490,Proctofoam,Hemorrhoids,10,2011-05-31,29
228628,Avonex,Multiple Sclerosis,9,2012-12-17,23
66075,Propranolol,Migraine Prevention,10,2013-01-22,96
148259,Norethindrone,Birth Control,1,2011-10-24,13
102669,Aripiprazole,Schizophrenia,10,2015-10-02,21
74376,Ethinyl estradiol / norethindrone,Birth Control,10,2010-03-01,44
118338,Naltrexone,Opiate Dependence,1,2016-02-10,2
196301,Balacet,Pain,8,2008-05-21,58
191011,Campral,Alcohol Dependence,10,2016-10-17,97
82029,Liraglutide,Weight Loss,10,2016-06-10,113
157112,Differin,Acne,2,2017-03-03,8
216129,Copper,Birth Control,1,2015-10-06,9
209532,Zubsolv,Opiate Dependence,9,2014-06-11,72
149913,Soma,Muscle Spasm,10,2014-07-13,83
39957,Contrave,Obesity,8,2015-07-28,35
220708,Loestrin 24 Fe,Birth Control,8,2010-10-11,7
107566,Implanon,Birth Control,9,2010-11-25,5
10617,Mononessa,Birth Control,1,2017-06-18,2
188908,Arimidex,Breast Cance,2,2010-12-15,84
47699,Adapalene,Acne,10,2017-05-13,7
184893,Canagliflozin,"Diabetes, Type 2",8,2014-11-10,77
143900,Etonogestrel,Birth Control,7,2016-08-24,3
222435,Kyleena,Birth Control,8,2017-07-26,1
126232,Viibryd,Depression,4,2011-12-23,15
228243,Etonogestrel,Birth Control,1,2009-12-08,6
211354,Mirabegron,Overactive Bladde,6,2015-01-29,43
11471,Pramipexole,Restless Legs Syndrome,10,2016-03-18,45
125515,Creon,Pancreatic Exocrine Dysfunction,1,2016-03-15,8
209752,Lupron Depot,Uterine Fibroids,6,2013-08-11,39
164605,Diclofenac,Osteoarthritis,8,2009-08-29,20
179787,Adapalene / benzoyl peroxide,Acne,3,2015-12-14,2
162898,Rapaflo,Benign Prostatic Hyperplasia,10,2013-11-07,41
72938,Ethinyl estradiol / norethindrone,Birth Control,7,2015-05-29,4
173409,Clonazepam,Panic Disorde,9,2008-03-01,180
112495,Methenamine,Prevention of Bladder infection,10,2016-10-29,10
6953,Aluminum chloride hexahydrate,Hyperhidrosis,10,2016-02-15,6
226792,Etonogestrel,Birth Control,7,2015-03-05,0
49733,Gabapentin,Restless Legs Syndrome,9,2016-08-26,56
75772,Temazepam,Insomnia,10,2016-01-29,24
227272,Etonogestrel,Birth Control,10,2013-11-06,3
64743,Sertraline,Generalized Anxiety Disorde,9,2015-09-20,35
161450,Diphenhydramine,Insomnia,8,2016-03-19,2
154696,Metronidazole,Bacterial Infection,1,2017-06-13,16
68317,Plan B,Emergency Contraception,9,2014-01-19,20
213570,Tioconazole,Vaginal Yeast Infection,1,2017-09-12,0
28220,Lexapro,Generalized Anxiety Disorde,10,2015-04-10,91
226777,Etonogestrel,Birth Control,6,2015-03-29,0
171332,Wellbutrin,Major Depressive Disorde,10,2017-05-14,69
122339,Dymista,Allergic Rhinitis,10,2016-12-13,15
223946,Levonorgestrel,Birth Control,8,2016-12-08,7
85806,Ethinyl estradiol / norgestimate,Birth Control,10,2013-08-28,18
80383,Aleve,Sciatica,10,2014-05-30,124
104602,Ethinyl estradiol / levonorgestrel,Birth Control,5,2011-06-09,6
189541,Oxycodone,Pain,5,2011-03-07,18
16504,Ethinyl estradiol / norethindrone,Birth Control,5,2015-12-20,2
47285,Aristocort,Allergic Reactions,9,2015-11-18,0
168626,Vilazodone,Depression,1,2017-04-26,16
62553,Citalopram,Depression,9,2011-08-25,68
209329,Zomig,Migraine,9,2010-11-07,6
4257,Belviq,Weight Loss,9,2017-09-05,20
153158,Doxycycline,Upper Respiratory Tract Infection,8,2016-02-01,41
72110,Tramadol,Pain,9,2014-10-18,61
166101,Levonorgestrel,Abnormal Uterine Bleeding,10,2017-01-30,13
97472,Voltaren Gel,Pain,9,2015-07-23,24
194267,Nebivolol,High Blood Pressure,7,2010-09-17,35
79427,Plan B One-Step,Emergency Contraception,7,2015-05-22,3
222944,Topamax,Bipolar Disorde,9,2009-09-14,58
118436,Fetzima,Major Depressive Disorde,1,2017-03-29,11
38457,Phenazopyridine,Interstitial Cystitis,10,2013-09-01,34
45770,Fluoxetine,Anxiety and Stress,7,2011-07-31,40
118500,Fetzima,Major Depressive Disorde,5,2015-09-04,10
111457,Ledipasvir / sofosbuvir,Hepatitis C,10,2015-03-23,54
27708,Lexapro,Depression,10,2017-08-30,15
181734,Prozac,Anxiety and Stress,9,2009-11-26,359
88880,Tenuate,Obesity,10,2009-11-01,54
217215,Clarithromycin,Otitis Media,8,2017-08-03,1
200086,Varenicline,Smoking Cessation,10,2015-09-10,24
132079,Tacrolimus,"Organ Transplant, Rejection Prophylaxis",10,2011-12-21,12
100141,Desogestrel / ethinyl estradiol,Birth Control,5,2016-07-14,2
209870,VESIcare,Urinary Incontinence,2,2017-02-22,23
173259,Clonazepam,Anxiety,7,2009-08-08,12
165166,Phentermine / topiramate,Obesity,2,2015-07-04,10
61000,Focalin,ADHD,7,2010-09-11,18
123538,Skyla,Birth Control,7,2017-06-29,1
24773,Tresiba,"Diabetes, Type 1",1,2016-08-15,14
143764,Etonogestrel,Birth Control,8,2016-10-12,2
211660,Lamotrigine,Bipolar Disorde,6,2017-07-11,5
48832,Ethinyl estradiol / levonorgestrel,Birth Control,1,2017-01-23,1
7428,Monistat 7-Day Combination Pack,Vaginal Yeast Infection,1,2015-05-22,10
57003,Saliva substitutes,Xerostomia,10,2012-07-27,52
225278,Bupropion,Smoking Cessation,5,2015-09-21,7
36041,Efinaconazole,"Onychomycosis, Toenail",2,2016-01-08,10
21950,Infliximab,Psoriatic Arthritis,9,2017-09-10,0
12016,Diovan HCT,High Blood Pressure,9,2011-10-26,17
203652,Benzocaine,Cold Sores,8,2009-11-30,16
223152,Estradiol,Postmenopausal Symptoms,1,2017-05-28,3
12344,Atripla,HIV Infection,9,2013-01-24,23
17201,Flexeril,Muscle Spasm,2,2009-07-27,6
207690,Suprep Bowel Prep Kit,Bowel Preparation,10,2016-08-14,13
101763,Methocarbamol,Muscle Spasm,10,2010-07-02,185
165350,Ethinyl estradiol / folic acid / levonorgestrel,Birth Control,8,2015-10-11,1
222223,Fluconazole,Vaginal Yeast Infection,10,2008-03-07,114
50384,Gabapentin,Alcohol Withdrawal,9,2013-06-15,118
95385,Otezla,Plaque Psoriasis,10,2017-05-11,23
175368,Augmentin,Sinusitis,7,2017-05-15,6
66532,Vancomycin,Bacterial Infection,7,2011-07-22,17
99541,Magnesium sulfate / potassium sulfate / sodium sulfate,Bowel Preparation,9,2017-07-28,17
206992,Zarah,Birth Control,10,2017-01-06,4
78175,Zyprexa,Bipolar Disorde,10,2011-10-25,56
34493,Tysabri,Multiple Sclerosis,9,2011-04-12,43
213206,Nuvigil,Narcolepsy,9,2013-01-28,27
89664,Celexa,Depression,10,2011-05-04,28
42738,Xulane,Birth Control,9,2017-01-11,5
137974,Ortho Evra,Birth Control,5,2016-10-19,1
155955,Cialis,Erectile Dysfunction,4,2015-12-24,6
15234,Ethinyl estradiol / norethindrone,Birth Control,8,2017-04-24,8
41944,Etanercept,Rheumatoid Arthritis,10,2017-02-23,22
189299,Oxycodone,Chronic Pain,8,2015-08-05,33
57208,Asmanex Twisthaler,"Asthma, Maintenance",10,2011-06-26,16
70363,Zofran,Nausea/Vomiting,10,2010-02-04,8
109137,Nexplanon,Birth Control,9,2017-03-29,0
147065,Alprazolam,Anxiety,10,2015-03-13,13
1680,Simply Sleep,Insomnia,1,2015-06-25,12
91757,Lyrica,Neuropathic Pain,10,2017-03-03,47
8371,Zolpidem,Insomnia,10,2014-02-27,72
94042,Trintellix,Depression,9,2016-04-16,92
177674,Duloxetine,Back Pain,9,2015-03-27,13
143622,Etonogestrel,Birth Control,10,2016-11-30,0
156889,Transderm-Scop,Motion Sickness,9,2017-05-13,4
229901,Flurazepam,Insomnia,10,2017-09-26,2
152888,Doxycycline,Bacterial Infection,3,2017-05-30,16
197470,Paroxetine,Anxiety and Stress,5,2009-11-24,28
32562,Lisinopril,High Blood Pressure,1,2009-06-01,84
68462,Medroxyprogesterone,Birth Control,3,2017-11-29,1
200952,Alcaftadine,,8,2016-05-31,2
150545,Sulfamethoxazole / trimethoprim,Urinary Tract Infection,8,2016-06-01,18
189341,Oxycodone,Chronic Pain,9,2013-05-23,60
34820,Minocycline,Acne,10,2014-01-25,93
80702,Tussionex Pennkinetic,Cough,9,2017-02-13,14
111504,Cipro,Bladder Infection,3,2014-11-18,44
115874,Divalproex sodium,Bipolar Disorde,6,2015-11-13,1
6400,Ocella,Birth Control,3,2015-06-05,3
1301,Sumatriptan,Migraine,10,2015-08-01,6
57470,Oxymorphone,Pain,9,2009-04-22,57
80448,Cytomel,"Hypothyroidism, After Thyroid Removal",10,2010-10-06,140
217318,Clarithromycin,Sinusitis,3,2017-03-30,7
1651,Eluxadoline,Irritable Bowel Syndrome,7,2016-03-26,29
205186,Etonogestrel,Birth Control,1,2017-05-21,3
101289,Aubra,Birth Control,2,2017-06-03,1
114684,Methotrexate,Rheumatoid Arthritis,5,2016-09-26,38
72184,Tramadol,Depression,8,2014-07-10,101
22381,Mephobarbital,Epilepsy,10,2012-01-29,20
138517,Phentermine,Weight Loss,9,2013-05-31,27
42970,Prilosec OTC,GERD,9,2009-07-05,57
21770,Guaifenesin / pseudoephedrine,Cough and Nasal Congestion,8,2013-05-06,27
107932,Ethinyl estradiol / norelgestromin,Birth Control,2,2016-12-21,6
19674,Pregabalin,Peripheral Neuropathy,9,2010-09-14,25
87349,Tri-Linyah,Birth Control,9,2016-07-31,3
225361,Bupropion,Depression,9,2015-01-24,17
184126,Hydroxyzine,Anxiety,1,2016-09-26,19
95803,Sertraline,Depression,1,2014-01-19,72
145547,Qsymia,Weight Loss,10,2017-01-13,80
116184,Amlodipine,High Blood Pressure,1,2012-05-27,197
40988,Acetaminophen / oxycodone,Pain,8,2015-04-09,33
81541,Liraglutide,"Diabetes, Type 2",10,2017-08-23,19
187223,Sodium oxybate,Narcolepsy,9,2014-06-18,9
97273,Ambien,Insomnia,10,2008-12-19,22
108739,Nexplanon,Birth Control,4,2017-09-05,5
30159,Klonopin,Anxiety,10,2013-06-24,72
199219,Depo-Provera,Endometriosis,3,2015-10-15,4
54616,Bupropion / naltrexone,Obesity,1,2017-05-18,12
133421,Soolantra,Rosacea,9,2016-12-31,25
99334,Doxylamine,Insomnia,1,2015-10-06,15
151146,OxyContin,Pain,10,2011-05-21,14
28893,Lexapro,Depression,7,2009-07-31,20
